Drug	Concentration	Strain	ControlConc	Rep	SampleID	OD	BackgroundCorrect	PercentInhib
Micafungin	20	Strain1546	250	Rep2	Plate_24_24hr_M23	0.0976	-0.0024	0.982111264006291
Micafungin	30	Strain1546	375	Rep2	Plate_24_24hr_M24	0.1086	0.0086	0.960487517200708
Broxyquinolone	0.001	Strain1546	25	Rep2	Plate_24_24hr_N1	0.334	0.234	0.517397287202673
Broxyquinolone	0.002	Strain1546	50	Rep2	Plate_24_24hr_N2	0.3257	0.2257	0.533713387065068
Broxyquinolone	0	Strain1546	250	Rep2	Plate_24_24hr_N3	0.3247	0.2247	0.535679182229212
Broxyquinolone	0.005	Strain1546	125	Rep2	Plate_24_24hr_N4	0.2946	0.1946	0.594849616669943
Broxyquinolone	0.01	Strain1546	250	Rep2	Plate_24_24hr_N5	0.2855	0.1855	0.612738352663653
Broxyquinolone	0.02	Strain1546	500	Rep2	Plate_24_24hr_N6	0.3339	0.2339	0.517593866719088
Broxyquinolone	0.05	Strain1546	25	Rep2	Plate_24_24hr_N7	0.366	0.266	0.454491841950069
Broxyquinolone	0.1	Strain1546	50	Rep2	Plate_24_24hr_N8	0.3349	0.2349	0.515628071554944
Broxyquinolone	0.25	Strain1546	125	Rep2	Plate_24_24hr_N9	0.2131	0.1131	0.75506192254767
Broxyquinolone	0.5	Strain1546	250	Rep2	Plate_24_24hr_N10	0.0998	-0.000200000000000006	0.977786514645174
Broxyquinolone	0.75	Strain1546	375	Rep2	Plate_24_24hr_N11	0.0956	-0.0044	0.986042854334578
Broxyquinolone	0	Strain1546	100	Rep2	Plate_24_24hr_N12	0.3765	0.2765	0.433850992726558
Broxyquinolone	1	Strain1546	500	Rep2	Plate_24_24hr_N13	0.0959	-0.00410000000000001	0.985453115785335
Broxyquinolone	2	Strain1546	25	Rep2	Plate_24_24hr_N14	0.0941	-0.0059	0.988991547080794
Broxyquinolone	4	Strain1546	50	Rep2	Plate_24_24hr_N15	0.0932	-0.0068	0.990760762728524
Broxyquinolone	6	Strain1546	75	Rep2	Plate_24_24hr_N16	0.0934	-0.00660000000000001	0.990367603695695
Broxyquinolone	8	Strain1546	100	Rep2	Plate_24_24hr_N17	0.0913	-0.0087	0.994495773540397
Broxyquinolone	10	Strain1546	125	Rep2	Plate_24_24hr_N18	0.0901	-0.00990000000000001	0.99685472773737
Broxyquinolone	12	Strain1546	150	Rep2	Plate_24_24hr_N19	0.0924	-0.00760000000000001	0.992333398859839
Broxyquinolone	14	Strain1546	175	Rep2	Plate_24_24hr_N20	0.0908	-0.0092	0.995478671122469
Broxyquinolone	16	Strain1546	200	Rep2	Plate_24_24hr_N21	0.0921	-0.0079	0.992923137409082
Broxyquinolone	18	Strain1546	225	Rep2	Plate_24_24hr_N22	0.0922	-0.0078	0.992726557892668
Broxyquinolone	20	Strain1546	250	Rep2	Plate_24_24hr_N23	0.0923	-0.00770000000000001	0.992529978376253
Broxyquinolone	30	Strain1546	375	Rep2	Plate_24_24hr_N24	0.1103	0.0103	0.957145665421663
Amphotericin	0.001	Strain1546	25	Rep2	Plate_24_24hr_O1	0.3844	0.2844	0.418321210929821
Amphotericin	0.005	Strain1546	125	Rep2	Plate_24_24hr_O2	0.306	0.206	0.572439551798703
Amphotericin	0	Strain1546	250	Rep2	Plate_24_24hr_O3	0.3131	0.2131	0.558482406133281
Amphotericin	0.01	Strain1546	250	Rep2	Plate_24_24hr_O4	0.2605	0.1605	0.66188323176725
Amphotericin	0.05	Strain1546	25	Rep2	Plate_24_24hr_O5	0.3532	0.2532	0.479654020051111
Amphotericin	0.1	Strain1546	50	Rep2	Plate_24_24hr_O6	0.3835	0.2835	0.420090426577551
Amphotericin	0.2	Strain1546	100	Rep2	Plate_24_24hr_O7	0.3709	0.2709	0.444859445645764
Amphotericin	0.33	Strain1546	165	Rep2	Plate_24_24hr_O8	0.3044	0.2044	0.575584824061333
Amphotericin	0.5	Strain1546	250	Rep2	Plate_24_24hr_O9	0.3609	0.2609	0.464517397287203
Amphotericin	0.6	Strain1546	300	Rep2	Plate_24_24hr_O10	0.3241	0.2241	0.536858659327698
Amphotericin	0.75	Strain1546	375	Rep2	Plate_24_24hr_O11	0.3007	0.2007	0.582858266168665
Amphotericin	0	Strain1546	100	Rep2	Plate_24_24hr_O12	0.3795	0.2795	0.427953607234126
Amphotericin	1	Strain1546	500	Rep2	Plate_24_24hr_O13	0.4308	0.3308	0.327108315313544
Amphotericin	1.35	Strain1546	675	Rep2	Plate_24_24hr_O14	0.169	0.069	0.841753489286416
Amphotericin	2	Strain1546	25	Rep2	Plate_24_24hr_O15	0.0915	-0.00850000000000001	0.994102614507568
Amphotericin	4	Strain1546	50	Rep2	Plate_24_24hr_O16	0.0935	-0.00650000000000001	0.99017102417928
Amphotericin	6	Strain1546	75	Rep2	Plate_24_24hr_O17	0.0895	-0.0105	0.998034204835856
Amphotericin	8	Strain1546	100	Rep2	Plate_24_24hr_O18	0.0902	-0.0098	0.996658148220955
Amphotericin	10	Strain1546	125	Rep2	Plate_24_24hr_O19	0.0919	-0.00810000000000001	0.993316296441911
Amphotericin	12	Strain1546	150	Rep2	Plate_24_24hr_O20	0.0899	-0.0101	0.997247886770199
Amphotericin	14	Strain1546	175	Rep2	Plate_24_24hr_O21	0.0899	-0.0101	0.997247886770199
Amphotericin	16	Strain1546	200	Rep2	Plate_24_24hr_O22	0.0915	-0.00850000000000001	0.994102614507568
Amphotericin	18	Strain1546	225	Rep2	Plate_24_24hr_O23	0.0923	-0.00770000000000001	0.992529978376253
Amphotericin	20	Strain1546	250	Rep2	Plate_24_24hr_O24	0.0969	-0.00310000000000001	0.983487320621191
Fluconazole	0.05	Strain1546	25	Rep2	Plate_24_24hr_P1	0.3644	0.2644	0.457637114212699
Fluconazole	0.1	Strain1546	50	Rep2	Plate_24_24hr_P2	0.3232	0.2232	0.538627874975428
Fluconazole	0	Strain1546	250	Rep2	Plate_24_24hr_P3	0.313	0.213	0.558678985649695
Fluconazole	0.25	Strain1546	125	Rep2	Plate_24_24hr_P4	0.3667	0.2667	0.453115785335168
Fluconazole	0.5	Strain1546	250	Rep2	Plate_24_24hr_P5	0.2781	0.1781	0.627285236878317
Fluconazole	1	Strain1546	500	Rep2	Plate_24_24hr_P6	0.2912	0.1912	0.601533320228032
Fluconazole	2	Strain1546	25	Rep2	Plate_24_24hr_P7	0.4127	0.3127	0.362689207784549
Fluconazole	6	Strain1546	75	Rep2	Plate_24_24hr_P8	0.3758	0.2758	0.435227049341458
Fluconazole	10	Strain1546	125	Rep2	Plate_24_24hr_P9	0.3253	0.2253	0.534499705130725
Fluconazole	30	Strain1546	375	Rep2	Plate_24_24hr_P10	0.2952	0.1952	0.593670139571457
Fluconazole	65.33333333	Strain1546	25	Rep2	Plate_24_24hr_P11	0.3538	0.2538	0.478474542952624
Fluconazole	0	Strain1546	100	Rep2	Plate_24_24hr_P12	0.3292	0.2292	0.526833103990564
Fluconazole	130.6666667	Strain1546	50	Rep2	Plate_24_24hr_P13	0.3338	0.2338	0.517790446235502
Fluconazole	196	Strain1546	75	Rep2	Plate_24_24hr_P14	0.3119	0.2119	0.560841360330254
Fluconazole	261.3333333	Strain1546	100	Rep2	Plate_24_24hr_P15	0.2745	0.1745	0.634362099469235
Fluconazole	326.6666667	Strain1546	125	Rep2	Plate_24_24hr_P16	0.2731	0.1731	0.637114212699037
Fluconazole	522.6666667	Strain1546	200	Rep2	Plate_24_24hr_P17	0.3031	0.2031	0.57814035777472
Fluconazole	784	Strain1546	300	Rep2	Plate_24_24hr_P18	0.2111	0.1111	0.758993512875958
Fluconazole	1045.333333	Strain1546	400	Rep2	Plate_24_24hr_P19	0.1977	0.0977	0.785335168075487
Fluconazole	1306.666667	Strain1546	500	Rep2	Plate_24_24hr_P20	0.1522	0.0522	0.874778848044034
Fluconazole	1568	Strain1546	600	Rep2	Plate_24_24hr_P21	0.1131	0.0131	0.95164143896206
Fluconazole	1829.333333	Strain1546	700	Rep2	Plate_24_24hr_P22	0.1198	0.0198	0.938470611362296
Fluconazole	2090.666667	Strain1546	800	Rep2	Plate_24_24hr_P23	0.1195	0.0195	0.939060349911539
Fluconazole	2613.333333	Strain1546	1000	Rep2	Plate_24_24hr_P24	0.1206	0.0206	0.936897975230981
Miltefosine	0.05	Strain1641	25	Rep1	Plate_25_24hr_A1	0.1037	0.00369999999999999	0.974896779521057
Miltefosine	0.1	Strain1641	50	Rep1	Plate_25_24hr_A2	0.5246	0.4246	0.279768786127168
Miltefosine	0	Strain1641	500	Rep1	Plate_25_24hr_A3	0.4576	0.3576	0.390421139554087
Miltefosine	0.25	Strain1641	125	Rep1	Plate_25_24hr_A4	0.3143	0.2143	0.627085053674649
Miltefosine	0.5	Strain1641	250	Rep1	Plate_25_24hr_A5	0.3671	0.2671	0.539884393063584
Miltefosine	0.75	Strain1641	375	Rep1	Plate_25_24hr_A6	0.3477	0.2477	0.571924029727498
Miltefosine	1	Strain1641	500	Rep1	Plate_25_24hr_A7	0.3552	0.2552	0.559537572254335
Miltefosine	2	Strain1641	25	Rep1	Plate_25_24hr_A8	0.3195	0.2195	0.618497109826589
Miltefosine	4	Strain1641	50	Rep1	Plate_25_24hr_A9	0.1697	0.0697	0.865895953757225
Miltefosine	6	Strain1641	75	Rep1	Plate_25_24hr_A10	0.1127	0.0127	0.960033030553262
Miltefosine	8	Strain1641	100	Rep1	Plate_25_24hr_A11	0.1062	0.0062	0.970767960363336
Miltefosine	0	Strain1641	1000	Rep1	Plate_25_24hr_A12	0.3307	0.2307	0.6
Miltefosine	10	Strain1641	125	Rep1	Plate_25_24hr_A13	0.1142	0.0142	0.957555739058629
Miltefosine	12	Strain1641	150	Rep1	Plate_25_24hr_A14	0.1003	0.000299999999999995	0.980511973575557
Miltefosine	14	Strain1641	175	Rep1	Plate_25_24hr_A15	0.1013	0.0013	0.978860445912469
Miltefosine	16	Strain1641	200	Rep1	Plate_25_24hr_A16	0.1017	0.00169999999999999	0.978199834847234
Miltefosine	18	Strain1641	225	Rep1	Plate_25_24hr_A17	0.1023	0.0023	0.977208918249381
Miltefosine	20	Strain1641	250	Rep1	Plate_25_24hr_A18	0.0987	-0.00130000000000001	0.983154417836499
Miltefosine	23.33	Strain1641	175	Rep1	Plate_25_24hr_A19	0.0983	-0.00170000000000001	0.983815028901734
Miltefosine	30	Strain1641	225	Rep1	Plate_25_24hr_A20	0.0955	-0.0045	0.988439306358382
Miltefosine	50	Strain1641	375	Rep1	Plate_25_24hr_A21	0.0947	-0.0053	0.989760528488852
Miltefosine	73.33	Strain1641	550	Rep1	Plate_25_24hr_A22	0.0938	-0.00620000000000001	0.991246903385632
Miltefosine	100	Strain1641	750	Rep1	Plate_25_24hr_A23	0.091	-0.00900000000000001	0.995871180842279
Miltefosine	133.3	Strain1641	1000	Rep1	Plate_25_24hr_A24	0.0921	-0.0079	0.994054500412882
Pentamidine	0.05	Strain1641	25	Rep1	Plate_25_24hr_B1	0.0907	-0.0093	0.996366639141206
Pentamidine	0.1	Strain1641	50	Rep1	Plate_25_24hr_B2	0.4714	0.3714	0.367630057803468
Pentamidine	0	Strain1641	500	Rep1	Plate_25_24hr_B3	0.4311	0.3311	0.434186622625929
Pentamidine	0.25	Strain1641	125	Rep1	Plate_25_24hr_B4	0.3282	0.2282	0.604128819157721
Pentamidine	0.5	Strain1641	250	Rep1	Plate_25_24hr_B5	0.3333	0.2333	0.59570602807597
Pentamidine	0.75	Strain1641	375	Rep1	Plate_25_24hr_B6	0.3958	0.2958	0.492485549132948
Pentamidine	1	Strain1641	500	Rep1	Plate_25_24hr_B7	0.3525	0.2525	0.563996696944674
Pentamidine	2	Strain1641	25	Rep1	Plate_25_24hr_B8	0.3306	0.2306	0.600165152766309
Pentamidine	4	Strain1641	50	Rep1	Plate_25_24hr_B9	0.3168	0.2168	0.622956234516928
Pentamidine	6	Strain1641	75	Rep1	Plate_25_24hr_B10	0.3303	0.2303	0.600660611065235
Pentamidine	8	Strain1641	100	Rep1	Plate_25_24hr_B11	0.3828	0.2828	0.513955408753097
Pentamidine	0	Strain1641	1000	Rep1	Plate_25_24hr_B12	0.3487	0.2487	0.570272502064409
Pentamidine	10	Strain1641	125	Rep1	Plate_25_24hr_B13	0.37	0.27	0.535094962840627
Pentamidine	12	Strain1641	150	Rep1	Plate_25_24hr_B14	0.3149	0.2149	0.626094137076796
Pentamidine	14	Strain1641	175	Rep1	Plate_25_24hr_B15	0.3307	0.2307	0.6
Pentamidine	16	Strain1641	200	Rep1	Plate_25_24hr_B16	0.3278	0.2278	0.604789430222956
Pentamidine	18	Strain1641	225	Rep1	Plate_25_24hr_B17	0.308	0.208	0.637489677952106
Pentamidine	20	Strain1641	250	Rep1	Plate_25_24hr_B18	0.2822	0.1822	0.680099091659785
Pentamidine	23.33	Strain1641	175	Rep1	Plate_25_24hr_B19	0.2544	0.1544	0.726011560693641
Pentamidine	30	Strain1641	225	Rep1	Plate_25_24hr_B20	0.1814	0.0814	0.846573080099092
Pentamidine	50	Strain1641	375	Rep1	Plate_25_24hr_B21	0.1615	0.0615	0.87943848059455
Pentamidine	73.33	Strain1641	550	Rep1	Plate_25_24hr_B22	0.1191	0.0191	0.949463253509496
Pentamidine	100	Strain1641	750	Rep1	Plate_25_24hr_B23	0.1036	0.00359999999999999	0.975061932287366
Pentamidine	133.3	Strain1641	1000	Rep1	Plate_25_24hr_B24	0.0905	-0.00950000000000001	0.996696944673823
Cloxiquine	0.05	Strain1641	25	Rep1	Plate_25_24hr_C1	0.4282	0.3282	0.438976052848885
Cloxiquine	0.1	Strain1641	50	Rep1	Plate_25_24hr_C2	0.092	-0.00800000000000001	0.994219653179191
Cloxiquine	0	Strain1641	500	Rep1	Plate_25_24hr_C3	0.4134	0.3134	0.463418662262593
Cloxiquine	0.25	Strain1641	125	Rep1	Plate_25_24hr_C4	0.3533	0.2533	0.562675474814203
Cloxiquine	0.5	Strain1641	250	Rep1	Plate_25_24hr_C5	0.3265	0.2265	0.606936416184971
Cloxiquine	0.75	Strain1641	375	Rep1	Plate_25_24hr_C6	0.3793	0.2793	0.519735755573906
Cloxiquine	1	Strain1641	500	Rep1	Plate_25_24hr_C7	0.3829	0.2829	0.513790255986788
Cloxiquine	2	Strain1641	25	Rep1	Plate_25_24hr_C8	0.4121	0.3121	0.465565648224608
Cloxiquine	4	Strain1641	50	Rep1	Plate_25_24hr_C9	0.3412	0.2412	0.582658959537572
Cloxiquine	6	Strain1641	75	Rep1	Plate_25_24hr_C10	0.3515	0.2515	0.565648224607762
Cloxiquine	8	Strain1641	100	Rep1	Plate_25_24hr_C11	0.3112	0.2112	0.632204789430223
Cloxiquine	0	Strain1641	1000	Rep1	Plate_25_24hr_C12	0.374	0.274	0.528488852188274
Cloxiquine	10	Strain1641	125	Rep1	Plate_25_24hr_C13	0.2721	0.1721	0.696779521056978
Cloxiquine	12	Strain1641	150	Rep1	Plate_25_24hr_C14	0.2352	0.1352	0.757720891824938
Cloxiquine	14	Strain1641	175	Rep1	Plate_25_24hr_C15	0.1854	0.0854	0.839966969446738
Cloxiquine	16	Strain1641	200	Rep1	Plate_25_24hr_C16	0.1687	0.0687	0.867547481420314
Cloxiquine	18	Strain1641	225	Rep1	Plate_25_24hr_C17	0.1465	0.0465	0.904211395540875
Cloxiquine	20	Strain1641	250	Rep1	Plate_25_24hr_C18	0.1126	0.0126	0.960198183319571
Cloxiquine	23.33	Strain1641	175	Rep1	Plate_25_24hr_C19	0.1014	0.0014	0.97869529314616
Cloxiquine	30	Strain1641	225	Rep1	Plate_25_24hr_C20	0.0958	-0.00420000000000001	0.987943848059455
Cloxiquine	50	Strain1641	375	Rep1	Plate_25_24hr_C21	0.0929	-0.00710000000000001	0.992733278282411
Cloxiquine	73.33	Strain1641	550	Rep1	Plate_25_24hr_C22	0.0907	-0.0093	0.996366639141206
Cloxiquine	100	Strain1641	750	Rep1	Plate_25_24hr_C23	0.1064	0.00639999999999999	0.970437654830718
Cloxiquine	133.3	Strain1641	1000	Rep1	Plate_25_24hr_C24	0.0897	-0.0103	0.998018166804294
Disulfiram	0.05	Strain1641	25	Rep1	Plate_25_24hr_D1	0.6657	0.5657	0.0467382328654005
Disulfiram	0.1	Strain1641	50	Rep1	Plate_25_24hr_D2	0.5122	0.4122	0.300247729149463
Disulfiram	0	Strain1641	500	Rep1	Plate_25_24hr_D3	0.0906	-0.00940000000000001	0.996531791907514
Disulfiram	0.25	Strain1641	125	Rep1	Plate_25_24hr_D4	0.3781	0.2781	0.521717588769612
Disulfiram	0.5	Strain1641	250	Rep1	Plate_25_24hr_D5	0.3201	0.2201	0.617506193228736
Disulfiram	0.75	Strain1641	375	Rep1	Plate_25_24hr_D6	0.4007	0.3007	0.484393063583815
Disulfiram	1	Strain1641	500	Rep1	Plate_25_24hr_D7	0.3489	0.2489	0.569942196531792
Disulfiram	2	Strain1641	25	Rep1	Plate_25_24hr_D8	0.4171	0.3171	0.457308009909166
Disulfiram	4	Strain1641	50	Rep1	Plate_25_24hr_D9	0.3967	0.2967	0.490999174236168
Disulfiram	6	Strain1641	75	Rep1	Plate_25_24hr_D10	0.3257	0.2257	0.608257638315442
Disulfiram	8	Strain1641	100	Rep1	Plate_25_24hr_D11	0.277	0.177	0.688687035507845
Disulfiram	0	Strain1641	1000	Rep1	Plate_25_24hr_D12	0.4354	0.3354	0.427085053674649
Disulfiram	10	Strain1641	125	Rep1	Plate_25_24hr_D13	0.2129	0.1129	0.794549958711808
Disulfiram	12	Strain1641	150	Rep1	Plate_25_24hr_D14	0.147	0.047	0.903385631709331
Disulfiram	14	Strain1641	175	Rep1	Plate_25_24hr_D15	0.1285	0.0285	0.933938893476466
Disulfiram	16	Strain1641	200	Rep1	Plate_25_24hr_D16	0.1262	0.0262	0.937737407101569
Disulfiram	18	Strain1641	225	Rep1	Plate_25_24hr_D17	0.1307	0.0307	0.930305532617671
Disulfiram	20	Strain1641	250	Rep1	Plate_25_24hr_D18	0.1183	0.0183	0.950784475639967
Disulfiram	23.33	Strain1641	175	Rep1	Plate_25_24hr_D19	0.1127	0.0127	0.960033030553262
Disulfiram	30	Strain1641	225	Rep1	Plate_25_24hr_D20	0.1003	0.000299999999999995	0.980511973575557
Disulfiram	50	Strain1641	375	Rep1	Plate_25_24hr_D21	0.0924	-0.00760000000000001	0.993559042113955
Disulfiram	73.33	Strain1641	550	Rep1	Plate_25_24hr_D22	0.0908	-0.0092	0.996201486374897
Disulfiram	100	Strain1641	750	Rep1	Plate_25_24hr_D23	0.0904	-0.00960000000000001	0.996862097440132
Disulfiram	133.3	Strain1641	1000	Rep1	Plate_25_24hr_D24	0.089	-0.011	0.999174236168456
Terbinafine	0.05	Strain1641	25	Rep1	Plate_25_24hr_E1	0.0897	-0.0103	0.998018166804294
Terbinafine	0.1	Strain1641	50	Rep1	Plate_25_24hr_E2	0.0885	-0.0115	1
Terbinafine	0	Strain1641	500	Rep1	Plate_25_24hr_E3	0.0895	-0.0105	0.998348472336912
Terbinafine	0.25	Strain1641	125	Rep1	Plate_25_24hr_E4	0.268	0.168	0.70355078447564
Terbinafine	0.5	Strain1641	250	Rep1	Plate_25_24hr_E5	0.3313	0.2313	0.599009083402147
Terbinafine	0.75	Strain1641	375	Rep1	Plate_25_24hr_E6	0.3228	0.2228	0.613047068538398
Terbinafine	1	Strain1641	500	Rep1	Plate_25_24hr_E7	0.3123	0.2123	0.630388109000826
Terbinafine	2	Strain1641	25	Rep1	Plate_25_24hr_E8	0.3141	0.2141	0.627415359207267
Terbinafine	4	Strain1641	50	Rep1	Plate_25_24hr_E9	0.3097	0.2097	0.634682080924855
Terbinafine	6	Strain1641	75	Rep1	Plate_25_24hr_E10	0.28	0.18	0.68373245251858
Terbinafine	8	Strain1641	100	Rep1	Plate_25_24hr_E11	0.2667	0.1667	0.705697770437655
Terbinafine	0	Strain1641	1000	Rep1	Plate_25_24hr_E12	0.4352	0.3352	0.427415359207267
Terbinafine	10	Strain1641	125	Rep1	Plate_25_24hr_E13	0.2485	0.1485	0.735755573905863
Terbinafine	12	Strain1641	150	Rep1	Plate_25_24hr_E14	0.2231	0.1231	0.777704376548307
Terbinafine	14	Strain1641	175	Rep1	Plate_25_24hr_E15	0.2579	0.1579	0.720231213872832
Terbinafine	16	Strain1641	200	Rep1	Plate_25_24hr_E16	0.2476	0.1476	0.737241948802642
Terbinafine	18	Strain1641	225	Rep1	Plate_25_24hr_E17	0.2354	0.1354	0.75739058629232
Terbinafine	20	Strain1641	250	Rep1	Plate_25_24hr_E18	0.2277	0.1277	0.770107349298101
Terbinafine	23.33	Strain1641	175	Rep1	Plate_25_24hr_E19	0.1849	0.0849	0.840792733278282
Terbinafine	30	Strain1641	225	Rep1	Plate_25_24hr_E20	0.2169	0.1169	0.787943848059455
Terbinafine	50	Strain1641	375	Rep1	Plate_25_24hr_E21	0.1947	0.0947	0.824607762180017
Terbinafine	73.33	Strain1641	550	Rep1	Plate_25_24hr_E22	0.1579	0.0579	0.885383980181668
Terbinafine	100	Strain1641	750	Rep1	Plate_25_24hr_E23	0.134	0.034	0.92485549132948
Terbinafine	133.3	Strain1641	1000	Rep1	Plate_25_24hr_E24	0.1324	0.0324	0.927497935590421
Triclabendazole	0.05	Strain1641	25	Rep1	Plate_25_24hr_F1	0.3104	0.2104	0.633526011560694
Triclabendazole	0.1	Strain1641	50	Rep1	Plate_25_24hr_F2	0.4125	0.3125	0.464905037159372
Triclabendazole	0	Strain1641	500	Rep1	Plate_25_24hr_F3	0.3268	0.2268	0.606440957886045
Triclabendazole	0.25	Strain1641	125	Rep1	Plate_25_24hr_F4	0.4331	0.3331	0.430883567299752
Triclabendazole	0.5	Strain1641	250	Rep1	Plate_25_24hr_F5	0.4619	0.3619	0.383319570602808
Triclabendazole	0.75	Strain1641	375	Rep1	Plate_25_24hr_F6	0.4891	0.3891	0.338398018166804
Triclabendazole	1	Strain1641	500	Rep1	Plate_25_24hr_F7	0.4468	0.3468	0.408257638315442
Triclabendazole	2	Strain1641	25	Rep1	Plate_25_24hr_F8	0.4897	0.3897	0.337407101568951
Triclabendazole	4	Strain1641	50	Rep1	Plate_25_24hr_F9	0.3593	0.2593	0.552766308835673
Triclabendazole	6	Strain1641	75	Rep1	Plate_25_24hr_F10	0.2416	0.1416	0.747151114781172
Triclabendazole	8	Strain1641	100	Rep1	Plate_25_24hr_F11	0.179	0.079	0.850536746490504
Triclabendazole	0	Strain1641	1000	Rep1	Plate_25_24hr_F12	0.4941	0.3941	0.330140379851362
Triclabendazole	10	Strain1641	125	Rep1	Plate_25_24hr_F13	0.1375	0.0375	0.91907514450867
Triclabendazole	12	Strain1641	150	Rep1	Plate_25_24hr_F14	0.1365	0.0365	0.920726672171759
Triclabendazole	14	Strain1641	175	Rep1	Plate_25_24hr_F15	0.1375	0.0375	0.91907514450867
Triclabendazole	16	Strain1641	200	Rep1	Plate_25_24hr_F16	0.1362	0.0362	0.921222130470685
Triclabendazole	18	Strain1641	225	Rep1	Plate_25_24hr_F17	0.1364	0.0364	0.920891824938068
Triclabendazole	20	Strain1641	250	Rep1	Plate_25_24hr_F18	0.1268	0.0268	0.936746490503716
Triclabendazole	23.33	Strain1641	175	Rep1	Plate_25_24hr_F19	0.1454	0.0454	0.906028075970272
Triclabendazole	30	Strain1641	225	Rep1	Plate_25_24hr_F20	0.1267	0.0267	0.936911643270025
Triclabendazole	50	Strain1641	375	Rep1	Plate_25_24hr_F21	0.13	0.03	0.931461601981833
Triclabendazole	73.33	Strain1641	550	Rep1	Plate_25_24hr_F22	0.1749	0.0749	0.857308009909166
Triclabendazole	100	Strain1641	750	Rep1	Plate_25_24hr_F23	0.1901	0.0901	0.832204789430223
Triclabendazole	133.3	Strain1641	1000	Rep1	Plate_25_24hr_F24	0.2538	0.1538	0.727002477291494
OSU-03012	0.05	Strain1641	25	Rep1	Plate_25_24hr_G1	0.4351	0.3351	0.427580511973575
OSU-03012	0.1	Strain1641	50	Rep1	Plate_25_24hr_G2	0.4515	0.3515	0.400495458298926
OSU-03012	0	Strain1641	500	Rep1	Plate_25_24hr_G3	0.3406	0.2406	0.583649876135425
OSU-03012	0.25	Strain1641	125	Rep1	Plate_25_24hr_G4	0.4347	0.3347	0.428241123038811
OSU-03012	0.5	Strain1641	250	Rep1	Plate_25_24hr_G5	0.4597	0.3597	0.386952931461602
OSU-03012	0.75	Strain1641	375	Rep1	Plate_25_24hr_G6	0.5211	0.4211	0.285549132947977
OSU-03012	1	Strain1641	500	Rep1	Plate_25_24hr_G7	0.4272	0.3272	0.440627580511973
OSU-03012	2	Strain1641	25	Rep1	Plate_25_24hr_G8	0.5384	0.4384	0.256977704376548
OSU-03012	4	Strain1641	50	Rep1	Plate_25_24hr_G9	0.2489	0.1489	0.735094962840628
OSU-03012	6	Strain1641	75	Rep1	Plate_25_24hr_G10	0.1333	0.0333	0.926011560693642
OSU-03012	8	Strain1641	100	Rep1	Plate_25_24hr_G11	0.1349	0.0349	0.9233691164327
OSU-03012	0	Strain1641	1000	Rep1	Plate_25_24hr_G12	0.5253	0.4253	0.278612716763006
OSU-03012	10	Strain1641	125	Rep1	Plate_25_24hr_G13	0.1496	0.0496	0.899091659785301
OSU-03012	12	Strain1641	150	Rep1	Plate_25_24hr_G14	0.1476	0.0476	0.902394715111478
OSU-03012	14	Strain1641	175	Rep1	Plate_25_24hr_G15	0.1437	0.0437	0.908835672997523
OSU-03012	16	Strain1641	200	Rep1	Plate_25_24hr_G16	0.1428	0.0428	0.910322047894302
OSU-03012	18	Strain1641	225	Rep1	Plate_25_24hr_G17	0.1383	0.0383	0.9177539223782
OSU-03012	20	Strain1641	250	Rep1	Plate_25_24hr_G18	0.135	0.035	0.923203963666391
OSU-03012	23.33	Strain1641	175	Rep1	Plate_25_24hr_G19	0.1324	0.0324	0.927497935590421
OSU-03012	30	Strain1641	225	Rep1	Plate_25_24hr_G20	0.1195	0.0195	0.948802642444261
OSU-03012	50	Strain1641	375	Rep1	Plate_25_24hr_G21	0.1323	0.0323	0.92766308835673
OSU-03012	73.33	Strain1641	550	Rep1	Plate_25_24hr_G22	0.2248	0.1248	0.774896779521057
OSU-03012	100	Strain1641	750	Rep1	Plate_25_24hr_G23	0.2936	0.1936	0.661271676300578
OSU-03012	133.3	Strain1641	1000	Rep1	Plate_25_24hr_G24	0.382	0.282	0.515276630883567
Nitroxoline	0.05	Strain1641	25	Rep1	Plate_25_24hr_H1	0.4981	0.3981	0.323534269199009
Nitroxoline	0.1	Strain1641	50	Rep1	Plate_25_24hr_H2	0.5107	0.4107	0.302725020644096
Nitroxoline	0	Strain1641	500	Rep1	Plate_25_24hr_H3	0.3991	0.2991	0.487035507844756
Nitroxoline	0.25	Strain1641	125	Rep1	Plate_25_24hr_H4	0.5143	0.4143	0.296779521056978
Nitroxoline	0.5	Strain1641	250	Rep1	Plate_25_24hr_H5	0.5445	0.4445	0.246903385631709
Nitroxoline	0.75	Strain1641	375	Rep1	Plate_25_24hr_H6	0.4721	0.3721	0.366473988439306
Nitroxoline	1	Strain1641	500	Rep1	Plate_25_24hr_H7	0.4946	0.3946	0.329314616019818
Nitroxoline	2	Strain1641	25	Rep1	Plate_25_24hr_H8	0.3563	0.2563	0.557720891824938
Nitroxoline	4	Strain1641	50	Rep1	Plate_25_24hr_H9	0.1637	0.0637	0.875805119735755
Nitroxoline	6	Strain1641	75	Rep1	Plate_25_24hr_H10	0.1547	0.0547	0.890668868703551
Nitroxoline	8	Strain1641	100	Rep1	Plate_25_24hr_H11	0.1477	0.0477	0.902229562345169
Nitroxoline	0	Strain1641	1000	Rep1	Plate_25_24hr_H12	0.5413	0.4413	0.252188274153592
