Drug	Concentration	Strain	ControlConc	Rep	SampleID	OD	BackgroundCorrect	PercentInhib
Pentamidine	50	Strain1544	375	Rep2	Plate_16_24hr_B21	0.1174	0.0174	0.930884485258579
Pentamidine	73.333	Strain1544	550	Rep2	Plate_16_24hr_B22	0.1141	0.0141	0.938859352344128
Pentamidine	100	Strain1544	750	Rep2	Plate_16_24hr_B23	0.3279	0.2279	0.422184630256162
Pentamidine	133.3	Strain1544	999.75	Rep2	Plate_16_24hr_B24	0.1103	0.0103	0.948042532624456
Cloxiquine	0.05	Strain1544	25	Rep2	Plate_16_24hr_C1	0.2775	0.1775	0.543982600289995
Cloxiquine	0.1	Strain1544	50	Rep2	Plate_16_24hr_C2	0.2839	0.1839	0.52851619139681
DMSO-1000	0	Strain1544	1000	Rep2	Plate_16_24hr_C3	0.2764	0.1764	0.546640889318512
Cloxiquine	0.25	Strain1544	125	Rep2	Plate_16_24hr_C4	0.3328	0.2328	0.410343160947318
Cloxiquine	0.5	Strain1544	250	Rep2	Plate_16_24hr_C5	0.3103	0.2103	0.464717254712421
Cloxiquine	0.75	Strain1544	375	Rep2	Plate_16_24hr_C6	0.3211	0.2211	0.438617689705172
Cloxiquine	1	Strain1544	500	Rep2	Plate_16_24hr_C7	0.2772	0.1772	0.544707588206863
Cloxiquine	2	Strain1544	25	Rep2	Plate_16_24hr_C8	0.3553	0.2553	0.355969067182214
Cloxiquine	4	Strain1544	50	Rep2	Plate_16_24hr_C9	0.2833	0.1833	0.529966167230546
Cloxiquine	6	Strain1544	75	Rep2	Plate_16_24hr_C10	0.2334	0.1334	0.650555824069599
Cloxiquine	8	Strain1544	100	Rep2	Plate_16_24hr_C11	0.2061	0.1061	0.716529724504592
DMSO-500	0	Strain1544	500	Rep2	Plate_16_24hr_C12	0.3139	0.2139	0.456017399710005
Cloxiquine	10	Strain1544	125	Rep2	Plate_16_24hr_C13	0.1815	0.0815	0.775978733687772
Cloxiquine	12	Strain1544	150	Rep2	Plate_16_24hr_C14	0.1784	0.0784	0.783470275495408
Cloxiquine	14	Strain1544	175	Rep2	Plate_16_24hr_C15	0.1439	0.0439	0.866843885935234
Cloxiquine	16	Strain1544	200	Rep2	Plate_16_24hr_C16	0.1392	0.0392	0.878202029966167
Cloxiquine	18	Strain1544	225	Rep2	Plate_16_24hr_C17	0.1364	0.0364	0.884968583856936
Cloxiquine	20	Strain1544	250	Rep2	Plate_16_24hr_C18	0.1214	0.0214	0.921217979700338
Cloxiquine	23.333	Strain1544	175	Rep2	Plate_16_24hr_C19	0.119	0.019	0.927017883035283
Cloxiquine	30	Strain1544	225	Rep2	Plate_16_24hr_C20	0.1152	0.0152	0.936201063315611
Cloxiquine	50	Strain1544	375	Rep2	Plate_16_24hr_C21	0.1147	0.0147	0.937409376510391
Cloxiquine	73.333	Strain1544	550	Rep2	Plate_16_24hr_C22	0.1128	0.0128	0.942000966650556
Cloxiquine	100	Strain1544	750	Rep2	Plate_16_24hr_C23	0.113	0.013	0.941517641372644
Cloxiquine	133.3	Strain1544	999.75	Rep2	Plate_16_24hr_C24	0.0994	-0.000600000000000003	0.974383760270662
Disulfiram	0.05	Strain1544	25	Rep2	Plate_16_24hr_D1	0.276	0.176	0.547607539874335
Disulfiram	0.1	Strain1544	50	Rep2	Plate_16_24hr_D2	0.265	0.165	0.574190430159497
DMSO-1000	0	Strain1544	1000	Rep2	Plate_16_24hr_D3	0.2746	0.1746	0.55099081681972
Disulfiram	0.25	Strain1544	125	Rep2	Plate_16_24hr_D4	0.3741	0.2741	0.310536491058482
Disulfiram	0.5	Strain1544	250	Rep2	Plate_16_24hr_D5	0.3564	0.2564	0.353310778153698
Disulfiram	0.75	Strain1544	375	Rep2	Plate_16_24hr_D6	0.2978	0.1978	0.494925084581924
Disulfiram	1	Strain1544	500	Rep2	Plate_16_24hr_D7	0.3047	0.2047	0.478250362493958
Disulfiram	2	Strain1544	25	Rep2	Plate_16_24hr_D8	0.3763	0.2763	0.30521991300145
Disulfiram	4	Strain1544	50	Rep2	Plate_16_24hr_D9	0.3553	0.2553	0.355969067182214
Disulfiram	6	Strain1544	75	Rep2	Plate_16_24hr_D10	0.3917	0.2917	0.268003866602224
Disulfiram	8	Strain1544	100	Rep2	Plate_16_24hr_D11	0.3569	0.2569	0.352102464958917
DMSO-500	0	Strain1544	500	Rep2	Plate_16_24hr_D12	0.3198	0.2198	0.4417593040116
Disulfiram	10	Strain1544	125	Rep2	Plate_16_24hr_D13	0.3297	0.2297	0.417834702754954
Disulfiram	12	Strain1544	150	Rep2	Plate_16_24hr_D14	0.2924	0.1924	0.507974867085549
Disulfiram	14	Strain1544	175	Rep2	Plate_16_24hr_D15	0.2988	0.1988	0.492508458192363
Disulfiram	16	Strain1544	200	Rep2	Plate_16_24hr_D16	0.253	0.153	0.603189946834219
Disulfiram	18	Strain1544	225	Rep2	Plate_16_24hr_D17	0.1944	0.0944	0.744804253262446
Disulfiram	20	Strain1544	250	Rep2	Plate_16_24hr_D18	0.169	0.069	0.806186563557274
Disulfiram	23.333	Strain1544	175	Rep2	Plate_16_24hr_D19	0.1387	0.0387	0.879410343160947
Disulfiram	30	Strain1544	225	Rep2	Plate_16_24hr_D20	0.1163	0.0163	0.933542774287095
Disulfiram	50	Strain1544	375	Rep2	Plate_16_24hr_D21	0.1148	0.0148	0.937167713871435
Disulfiram	73.333	Strain1544	550	Rep2	Plate_16_24hr_D22	0.1143	0.0143	0.938376027066216
Disulfiram	100	Strain1544	750	Rep2	Plate_16_24hr_D23	0.1119	0.0119	0.94417593040116
Disulfiram	133.3	Strain1544	999.75	Rep2	Plate_16_24hr_D24	0.1063	0.0063	0.957709038182697
Terbinafine	0.05	Strain1544	25	Rep2	Plate_16_24hr_E1	0.2743	0.1743	0.551715804736588
Terbinafine	0.1	Strain1544	50	Rep2	Plate_16_24hr_E2	0.2686	0.1686	0.565490575157081
DMSO-1000	0	Strain1544	1000	Rep2	Plate_16_24hr_E3	0.3026	0.2026	0.483325277912035
Terbinafine	0.25	Strain1544	125	Rep2	Plate_16_24hr_E4	0.2998	0.1998	0.490091831802803
Terbinafine	0.5	Strain1544	250	Rep2	Plate_16_24hr_E5	0.2746	0.1746	0.55099081681972
Terbinafine	0.75	Strain1544	375	Rep2	Plate_16_24hr_E6	0.2398	0.1398	0.635089415176414
Terbinafine	1	Strain1544	500	Rep2	Plate_16_24hr_E7	0.2417	0.1417	0.63049782503625
Terbinafine	2	Strain1544	25	Rep2	Plate_16_24hr_E8	0.2524	0.1524	0.604639922667956
Terbinafine	4	Strain1544	50	Rep2	Plate_16_24hr_E9	0.2576	0.1576	0.592073465442243
Terbinafine	6	Strain1544	75	Rep2	Plate_16_24hr_E10	0.3315	0.2315	0.413484775253746
Terbinafine	8	Strain1544	100	Rep2	Plate_16_24hr_E11	0.2742	0.1742	0.551957467375544
DMSO-500	0	Strain1544	500	Rep2	Plate_16_24hr_E12	0.3341	0.2341	0.407201546640889
Terbinafine	10	Strain1544	125	Rep2	Plate_16_24hr_E13	0.2389	0.1389	0.637264378927018
Terbinafine	12	Strain1544	150	Rep2	Plate_16_24hr_E14	0.2435	0.1435	0.626147897535041
Terbinafine	14	Strain1544	175	Rep2	Plate_16_24hr_E15	0.2477	0.1477	0.615998066698888
Terbinafine	16	Strain1544	200	Rep2	Plate_16_24hr_E16	0.1994	0.0994	0.732721121314645
Terbinafine	18	Strain1544	225	Rep2	Plate_16_24hr_E17	0.1999	0.0999	0.731512808119865
Terbinafine	20	Strain1544	250	Rep2	Plate_16_24hr_E18	0.1857	0.0857	0.765828902851619
Terbinafine	23.333	Strain1544	175	Rep2	Plate_16_24hr_E19	0.179	0.079	0.782020299661672
Terbinafine	30	Strain1544	225	Rep2	Plate_16_24hr_E20	0.225	0.125	0.670855485741904
Terbinafine	50	Strain1544	375	Rep2	Plate_16_24hr_E21	0.1715	0.0715	0.800144997583374
Terbinafine	73.333	Strain1544	550	Rep2	Plate_16_24hr_E22	0.1734	0.0734	0.795553407443209
Terbinafine	100	Strain1544	750	Rep2	Plate_16_24hr_E23	0.1565	0.0565	0.836394393426776
Terbinafine	133.3	Strain1544	999.75	Rep2	Plate_16_24hr_E24	0.1461	0.0461	0.861527307878202
Triclabendazole	0.05	Strain1544	25	Rep2	Plate_16_24hr_F1	0.2573	0.1573	0.592798453359111
Triclabendazole	0.1	Strain1544	50	Rep2	Plate_16_24hr_F2	0.2715	0.1715	0.558482358627356
DMSO-1000	0	Strain1544	1000	Rep2	Plate_16_24hr_F3	0.2723	0.1723	0.556549057515708
Triclabendazole	0.25	Strain1544	125	Rep2	Plate_16_24hr_F4	0.3272	0.2272	0.423876268728855
Triclabendazole	0.5	Strain1544	250	Rep2	Plate_16_24hr_F5	0.3774	0.2774	0.302561623972934
Triclabendazole	0.75	Strain1544	375	Rep2	Plate_16_24hr_F6	0.296	0.196	0.499275012083132
Triclabendazole	1	Strain1544	500	Rep2	Plate_16_24hr_F7	0.3278	0.2278	0.422426292895119
Triclabendazole	2	Strain1544	25	Rep2	Plate_16_24hr_F8	0.3524	0.2524	0.362977283711938
Triclabendazole	4	Strain1544	50	Rep2	Plate_16_24hr_F9	0.2815	0.1815	0.534316094731755
Triclabendazole	6	Strain1544	75	Rep2	Plate_16_24hr_F10	0.2378	0.1378	0.639922667955534
Triclabendazole	8	Strain1544	100	Rep2	Plate_16_24hr_F11	0.1527	0.0527	0.845577573707105
DMSO-500	0	Strain1544	500	Rep2	Plate_16_24hr_F12	0.374	0.274	0.310778153697438
Triclabendazole	10	Strain1544	125	Rep2	Plate_16_24hr_F13	0.125	0.025	0.912518124697922
Triclabendazole	12	Strain1544	150	Rep2	Plate_16_24hr_F14	0.1162	0.0162	0.933784436926051
Triclabendazole	14	Strain1544	175	Rep2	Plate_16_24hr_F15	0.1278	0.0278	0.905751570807153
Triclabendazole	16	Strain1544	200	Rep2	Plate_16_24hr_F16	0.1342	0.0342	0.890285161913968
Triclabendazole	18	Strain1544	225	Rep2	Plate_16_24hr_F17	0.1397	0.0397	0.876993716771387
Triclabendazole	20	Strain1544	250	Rep2	Plate_16_24hr_F18	0.1225	0.0225	0.918559690671822
Triclabendazole	23.333	Strain1544	175	Rep2	Plate_16_24hr_F19	0.1179	0.0179	0.929676172063799
Triclabendazole	30	Strain1544	225	Rep2	Plate_16_24hr_F20	0.1166	0.0166	0.932817786370227
Triclabendazole	50	Strain1544	375	Rep2	Plate_16_24hr_F21	0.1658	0.0658	0.813919768003867
Triclabendazole	73.333	Strain1544	550	Rep2	Plate_16_24hr_F22	0.1669	0.0669	0.811261478975351
Triclabendazole	100	Strain1544	750	Rep2	Plate_16_24hr_F23	0.2004	0.1004	0.730304494925085
Triclabendazole	133.3	Strain1544	999.75	Rep2	Plate_16_24hr_F24	0.2632	0.1632	0.578540357660706
OSU-03012	0.05	Strain1544	25	Rep2	Plate_16_24hr_G1	0.2717	0.1717	0.557999033349444
OSU-03012	0.1	Strain1544	50	Rep2	Plate_16_24hr_G2	0.294	0.194	0.504108264862252
DMSO-1000	0	Strain1544	1000	Rep2	Plate_16_24hr_G3	0.2832	0.1832	0.530207829869502
OSU-03012	0.25	Strain1544	125	Rep2	Plate_16_24hr_G4	0.2971	0.1971	0.496616723054616
OSU-03012	0.5	Strain1544	250	Rep2	Plate_16_24hr_G5	0.3286	0.2286	0.42049299178347
OSU-03012	0.75	Strain1544	375	Rep2	Plate_16_24hr_G6	0.3578	0.2578	0.349927501208313
OSU-03012	1	Strain1544	500	Rep2	Plate_16_24hr_G7	0.3609	0.2609	0.342435959400677
OSU-03012	2	Strain1544	25	Rep2	Plate_16_24hr_G8	0.3955	0.2955	0.258820686321895
OSU-03012	4	Strain1544	50	Rep2	Plate_16_24hr_G9	0.2571	0.1571	0.593281778637023
OSU-03012	6	Strain1544	75	Rep2	Plate_16_24hr_G10	0.1388	0.0388	0.879168680521991
OSU-03012	8	Strain1544	100	Rep2	Plate_16_24hr_G11	0.1311	0.0311	0.897776703721605
DMSO-500	0	Strain1544	500	Rep2	Plate_16_24hr_G12	0.3437	0.2437	0.384001933301112
OSU-03012	10	Strain1544	125	Rep2	Plate_16_24hr_G13	0.1191	0.0191	0.926776220396327
OSU-03012	12	Strain1544	150	Rep2	Plate_16_24hr_G14	0.1177	0.0177	0.930159497341711
OSU-03012	14	Strain1544	175	Rep2	Plate_16_24hr_G15	0.1338	0.0338	0.891251812469792
OSU-03012	16	Strain1544	200	Rep2	Plate_16_24hr_G16	0.1347	0.0347	0.889076848719188
OSU-03012	18	Strain1544	225	Rep2	Plate_16_24hr_G17	0.1307	0.0307	0.898743354277429
OSU-03012	20	Strain1544	250	Rep2	Plate_16_24hr_G18	0.1196	0.0196	0.925567907201547
OSU-03012	23.333	Strain1544	175	Rep2	Plate_16_24hr_G19	0.1287	0.0287	0.903576607056549
OSU-03012	30	Strain1544	225	Rep2	Plate_16_24hr_G20	0.1239	0.0239	0.915176413726438
OSU-03012	50	Strain1544	375	Rep2	Plate_16_24hr_G21	0.1136	0.0136	0.940067665538908
OSU-03012	73.333	Strain1544	550	Rep2	Plate_16_24hr_G22	0.2034	0.1034	0.723054615756404
OSU-03012	100	Strain1544	750	Rep2	Plate_16_24hr_G23	0.1805	0.0805	0.778395360077332
OSU-03012	133.3	Strain1544	999.75	Rep2	Plate_16_24hr_G24	0.1293	0.0293	0.902126631222813
Nitroxiline	0.05	Strain1544	25	Rep2	Plate_16_24hr_H1	0.2728	0.1728	0.555340744320928
Nitroxiline	0.1	Strain1544	50	Rep2	Plate_16_24hr_H2	0.2773	0.1773	0.544465925567907
DMSO-1000	0	Strain1544	1000	Rep2	Plate_16_24hr_H3	0.2763	0.1763	0.546882551957467
Nitroxiline	0.25	Strain1544	125	Rep2	Plate_16_24hr_H4	0.3003	0.2003	0.488883518608023
Nitroxiline	0.5	Strain1544	250	Rep2	Plate_16_24hr_H5	0.3565	0.2565	0.353069115514742
Nitroxiline	0.75	Strain1544	375	Rep2	Plate_16_24hr_H6	0.329	0.229	0.419526341227646
Nitroxiline	1	Strain1544	500	Rep2	Plate_16_24hr_H7	0.3574	0.2574	0.350894151764138
Nitroxiline	2	Strain1544	25	Rep2	Plate_16_24hr_H8	0.3444	0.2444	0.38231029482842
Nitroxiline	4	Strain1544	50	Rep2	Plate_16_24hr_H9	0.191	0.091	0.75302078298695
Nitroxiline	6	Strain1544	75	Rep2	Plate_16_24hr_H10	0.1564	0.0564	0.836636056065732
Nitroxiline	8	Strain1544	100	Rep2	Plate_16_24hr_H11	0.1341	0.0341	0.890526824552924
DMSO-500	0	Strain1544	500	Rep2	Plate_16_24hr_H12	0.3724	0.2724	0.314644755920735
Nitroxiline	10	Strain1544	125	Rep2	Plate_16_24hr_H13	0.1223	0.0223	0.919043015949734
Nitroxiline	12	Strain1544	150	Rep2	Plate_16_24hr_H14	0.1207	0.0207	0.922909618173031
Nitroxiline	14	Strain1544	175	Rep2	Plate_16_24hr_H15	0.1217	0.0217	0.92049299178347
Nitroxiline	16	Strain1544	200	Rep2	Plate_16_24hr_H16	0.1253	0.0253	0.911793136781054
Nitroxiline	18	Strain1544	225	Rep2	Plate_16_24hr_H17	0.125	0.025	0.912518124697922
Nitroxiline	20	Strain1544	250	Rep2	Plate_16_24hr_H18	0.1199	0.0199	0.924842919284679
Nitroxiline	23.333	Strain1544	175	Rep2	Plate_16_24hr_H19	0.1156	0.0156	0.935234412759787
Nitroxiline	30	Strain1544	225	Rep2	Plate_16_24hr_H20	0.1114	0.0114	0.94538424359594
Nitroxiline	50	Strain1544	375	Rep2	Plate_16_24hr_H21	0.1094	0.00939999999999999	0.95021749637506
Nitroxiline	73.333	Strain1544	550	Rep2	Plate_16_24hr_H22	0.1064	0.00639999999999999	0.957467375543741
Nitroxiline	100	Strain1544	750	Rep2	Plate_16_24hr_H23	0.1032	0.00319999999999999	0.965200579990333
Nitroxiline	133.3	Strain1544	999.75	Rep2	Plate_16_24hr_H24	0.1005	5e-04	0.971725471242146
Broxyquinolone	0.10003	Strain1544	250	Rep2	Plate_16_24hr_I1	0.1429	0.0429	0.869260512324795
Broxyquinolone	0.05	Strain1544	25	Rep2	Plate_16_24hr_I2	0.2778	0.1778	0.543257612373127
DMSO-100	0	Strain1544	100	Rep2	Plate_16_24hr_I3	0.3283	0.2283	0.421217979700338
Broxyquinolone	0.1	Strain1544	50	Rep2	Plate_16_24hr_I4	0.1716	0.0716	0.799903334944418
Broxyquinolone	0.25	Strain1544	125	Rep2	Plate_16_24hr_I5	0.12	0.02	0.924601256645723
Broxyquinolone	0.5	Strain1544	250	Rep2	Plate_16_24hr_I6	0.1345	0.0345	0.8895601739971
Broxyquinolone	0.75	Strain1544	375	Rep2	Plate_16_24hr_I7	0.145	0.045	0.864185596906718
Broxyquinolone	1	Strain1544	500	Rep2	Plate_16_24hr_I8	0.1336	0.0336	0.891735137747704
Broxyquinolone	2	Strain1544	25	Rep2	Plate_16_24hr_I9	0.1253	0.0253	0.911793136781054
Broxyquinolone	4	Strain1544	50	Rep2	Plate_16_24hr_I10	0.1233	0.0233	0.916626389560174
Broxyquinolone	6	Strain1544	75	Rep2	Plate_16_24hr_I11	0.1133	0.0133	0.940792653455776
DMSO-250	0	Strain1544	250	Rep2	Plate_16_24hr_I12	0.3135	0.2135	0.456984050265829
Broxyquinolone	8	Strain1544	100	Rep2	Plate_16_24hr_I13	0.1115	0.0115	0.945142580956984
Broxyquinolone	10	Strain1544	125	Rep2	Plate_16_24hr_I14	0.1171	0.0171	0.931609473175447
Broxyquinolone	12	Strain1544	150	Rep2	Plate_16_24hr_I15	0.1238	0.0238	0.915418076365394
Broxyquinolone	14	Strain1544	175	Rep2	Plate_16_24hr_I16	0.1229	0.0229	0.917593040115998
Broxyquinolone	16	Strain1544	200	Rep2	Plate_16_24hr_I17	0.1283	0.0283	0.904543257612373
Broxyquinolone	18	Strain1544	225	Rep2	Plate_16_24hr_I18	0.1234	0.0234	0.916384726921218
Broxyquinolone	20	Strain1544	250	Rep2	Plate_16_24hr_I19	0.1159	0.0159	0.934509424842919
Broxyquinolone	23.333	Strain1544	175	Rep2	Plate_16_24hr_I20	0.1125	0.0125	0.942725954567424
Broxyquinolone	30	Strain1544	225	Rep2	Plate_16_24hr_I21	0.1153	0.0153	0.935959400676655
Broxyquinolone	50	Strain1544	375	Rep2	Plate_16_24hr_I22	0.1202	0.0202	0.924117931367811
Broxyquinolone	70	Strain1544	525	Rep2	Plate_16_24hr_I23	0.1625	0.0625	0.821894635089415
Broxyquinolone	100	Strain1544	750	Rep2	Plate_16_24hr_I24	0.2059	0.1059	0.717013049782504
Micafungin	0.01	Strain1544	25	Rep2	Plate_16_24hr_J1	0.225	0.125	0.670855485741904
Micafungin	0.05002	Strain1544	125	Rep2	Plate_16_24hr_J2	0.3269	0.2269	0.424601256645723
DMSO-100	0	Strain1544	100	Rep2	Plate_16_24hr_J3	0.3153	0.2153	0.452634122764621
Micafungin	0.10003	Strain1544	250	Rep2	Plate_16_24hr_J4	0.2069	0.1069	0.714596423392943
Micafungin	0.05	Strain1544	25	Rep2	Plate_16_24hr_J5	0.2965	0.1965	0.498066698888352
Micafungin	0.1	Strain1544	50	Rep2	Plate_16_24hr_J6	0.4438	0.3438	0.142097631706138
Micafungin	0.2	Strain1544	100	Rep2	Plate_16_24hr_J7	0.2241	0.1241	0.673030449492509
Micafungin	0.35	Strain1544	175	Rep2	Plate_16_24hr_J8	0.1426	0.0426	0.869985500241663
Micafungin	0.5	Strain1544	250	Rep2	Plate_16_24hr_J9	0.1452	0.0452	0.863702271628806
Micafungin	0.65	Strain1544	325	Rep2	Plate_16_24hr_J10	0.1631	0.0631	0.820444659255679
Micafungin	0.75	Strain1544	375	Rep2	Plate_16_24hr_J11	0.1307	0.0307	0.898743354277429
DMSO-250	0	Strain1544	250	Rep2	Plate_16_24hr_J12	0.4589	0.3589	0.10560657322378
Micafungin	1	Strain1544	500	Rep2	Plate_16_24hr_J13	0.1165	0.0165	0.933059449009183
Micafungin	2	Strain1544	25	Rep2	Plate_16_24hr_J14	0.1211	0.0211	0.921942967617206
Micafungin	4	Strain1544	50	Rep2	Plate_16_24hr_J15	0.129	0.029	0.902851619139681
Micafungin	6	Strain1544	75	Rep2	Plate_16_24hr_J16	0.1271	0.0271	0.907443209279845
Micafungin	10	Strain1544	125	Rep2	Plate_16_24hr_J17	0.1271	0.0271	0.907443209279845
Micafungin	12	Strain1544	150	Rep2	Plate_16_24hr_J18	0.1287	0.0287	0.903576607056549
Micafungin	16	Strain1544	200	Rep2	Plate_16_24hr_J19	0.1154	0.0154	0.935717738037699
Micafungin	20	Strain1544	250	Rep2	Plate_16_24hr_J20	0.1118	0.0118	0.944417593040116
Micafungin	24	Strain1544	300	Rep2	Plate_16_24hr_J21	0.1109	0.0109	0.94659255679072
Micafungin	30	Strain1544	225	Rep2	Plate_16_24hr_J22	0.1053	0.0053	0.960125664572257
Micafungin	50	Strain1544	375	Rep2	Plate_16_24hr_J23	0.0991	-0.000900000000000012	0.97510874818753
Micafungin	100	Strain1544	750	Rep2	Plate_16_24hr_J24	0.1018	0.0018	0.968583856935718
Caspofungin	0.05	Strain1544	25	Rep2	Plate_16_24hr_K1	0.258	0.158	0.591106814886419
Caspofungin	0.1	Strain1544	50	Rep2	Plate_16_24hr_K2	0.2249	0.1249	0.67109714838086
DMSO-100	0	Strain1544	100	Rep2	Plate_16_24hr_K3	0.2926	0.1926	0.507491541807636
Caspofungin	0.25	Strain1544	125	Rep2	Plate_16_24hr_K4	0.3469	0.2469	0.376268728854519
Caspofungin	0.5	Strain1544	250	Rep2	Plate_16_24hr_K5	0.1947	0.0947	0.744079265345578
Caspofungin	0.75	Strain1544	375	Rep2	Plate_16_24hr_K6	0.1766	0.0766	0.787820202996617
Caspofungin	1	Strain1544	500	Rep2	Plate_16_24hr_K7	0.1957	0.0957	0.741662638956017
Caspofungin	1.5	Strain1544	25	Rep2	Plate_16_24hr_K8	0.1951	0.0951	0.743112614789754
Caspofungin	3	Strain1544	50	Rep2	Plate_16_24hr_K9	0.2513	0.1513	0.607298211696472
Caspofungin	4.5	Strain1544	75	Rep2	Plate_16_24hr_K10	0.2683	0.1683	0.566215563073949
Caspofungin	6	Strain1544	100	Rep2	Plate_16_24hr_K11	0.2439	0.1439	0.625181246979217
DMSO-250	0	Strain1544	250	Rep2	Plate_16_24hr_K12	0.3685	0.2685	0.32406959884002
Caspofungin	7.5	Strain1544	125	Rep2	Plate_16_24hr_K13	0.2796	0.1796	0.538907684871919
Caspofungin	9	Strain1544	150	Rep2	Plate_16_24hr_K14	0.2811	0.1811	0.535282745287579
Caspofungin	12	Strain1544	200	Rep2	Plate_16_24hr_K15	0.2711	0.1711	0.55944900918318
Caspofungin	15	Strain1544	250	Rep2	Plate_16_24hr_K16	0.303	0.203	0.482358627356211
Caspofungin	18	Strain1544	300	Rep2	Plate_16_24hr_K17	0.2826	0.1826	0.531657805703238
Caspofungin	21	Strain1544	350	Rep2	Plate_16_24hr_K18	0.2498	0.1498	0.610923151280812
Caspofungin	24	Strain1544	400	Rep2	Plate_16_24hr_K19	0.2557	0.1557	0.596665055582407
Caspofungin	30	Strain1544	500	Rep2	Plate_16_24hr_K20	0.2018	0.1018	0.7269212179797
Caspofungin	42	Strain1544	700	Rep2	Plate_16_24hr_K21	0.1814	0.0814	0.776220396326728
Caspofungin	51	Strain1544	850	Rep2	Plate_16_24hr_K22	0.1275	0.0275	0.906476558724021
Caspofungin	60	Strain1544	1000	Rep2	Plate_16_24hr_K23	0.1103	0.0103	0.948042532624456
Caspofungin	81	Strain1544	1350	Rep2	Plate_16_24hr_K24	0.1368	0.0368	0.884001933301112
Posaconazole	0.01	Strain1544	25	Rep2	Plate_16_24hr_L1	0.2818	0.1818	0.533591106814886
Posaconazole	0.05002	Strain1544	125	Rep2	Plate_16_24hr_L2	0.2501	0.1501	0.610198163363944
DMSO-100	0	Strain1544	100	Rep2	Plate_16_24hr_L3	0.2749	0.1749	0.550265828902852
Posaconazole	0.10003	Strain1544	250	Rep2	Plate_16_24hr_L4	0.2484	0.1484	0.614306428226196
Posaconazole	0.05	Strain1544	25	Rep2	Plate_16_24hr_L5	0.2925	0.1925	0.507733204446593
Posaconazole	0.1	Strain1544	50	Rep2	Plate_16_24hr_L6	0.3646	0.2646	0.333494441759304
Posaconazole	0.2	Strain1544	100	Rep2	Plate_16_24hr_L7	0.235	0.135	0.646689221846303
Posaconazole	0.33	Strain1544	165	Rep2	Plate_16_24hr_L8	0.1585	0.0585	0.831561140647656
Posaconazole	0.5	Strain1544	250	Rep2	Plate_16_24hr_L9	0.1547	0.0547	0.840744320927985
Posaconazole	0.6	Strain1544	300	Rep2	Plate_16_24hr_L10	0.1407	0.0407	0.874577090381827
Posaconazole	0.75	Strain1544	375	Rep2	Plate_16_24hr_L11	0.1284	0.0284	0.904301594973417
DMSO-250	0	Strain1544	250	Rep2	Plate_16_24hr_L12	0.431	0.331	0.173030449492509
Posaconazole	1	Strain1544	500	Rep2	Plate_16_24hr_L13	0.127	0.027	0.907684871918801
Posaconazole	1.35	Strain1544	675	Rep2	Plate_16_24hr_L14	0.1265	0.0265	0.908893185113581
Posaconazole	2	Strain1544	25	Rep2	Plate_16_24hr_L15	0.126	0.026	0.910101498308362
Posaconazole	4	Strain1544	50	Rep2	Plate_16_24hr_L16	0.139	0.039	0.878685355244079
Posaconazole	6	Strain1544	75	Rep2	Plate_16_24hr_L17	0.134	0.034	0.89076848719188
Posaconazole	8	Strain1544	100	Rep2	Plate_16_24hr_L18	0.1247	0.0247	0.91324311261479
Posaconazole	10	Strain1544	125	Rep2	Plate_16_24hr_L19	0.1097	0.0097	0.949492508458192
Posaconazole	12	Strain1544	150	Rep2	Plate_16_24hr_L20	0.1071	0.0071	0.955775737071049
Posaconazole	14	Strain1544	175	Rep2	Plate_16_24hr_L21	0.1025	0.00249999999999999	0.966892218463026
Posaconazole	16	Strain1544	200	Rep2	Plate_16_24hr_L22	0.1015	0.0015	0.969308844852586
Posaconazole	18	Strain1544	225	Rep2	Plate_16_24hr_L23	0.104	0.00399999999999999	0.963267278878685
Posaconazole	20	Strain1544	250	Rep2	Plate_16_24hr_L24	0.1103	0.0103	0.948042532624456
Clioquinol	0.01	Strain1544	25	Rep2	Plate_16_24hr_M1	0.2317	0.1317	0.654664088931851
Clioquinol	0.05002	Strain1544	125	Rep2	Plate_16_24hr_M2	0.1507	0.0507	0.850410826486225
DMSO-100	0	Strain1544	100	Rep2	Plate_16_24hr_M3	0.2962	0.1962	0.49879168680522
Clioquinol	0.10003	Strain1544	250	Rep2	Plate_16_24hr_M4	0.1422	0.0422	0.870952150797487
Clioquinol	0.05	Strain1544	25	Rep2	Plate_16_24hr_M5	0.2146	0.1146	0.69598840019333
Clioquinol	0.1	Strain1544	50	Rep2	Plate_16_24hr_M6	0.1509	0.0509	0.849927501208313
Clioquinol	0.2	Strain1544	100	Rep2	Plate_16_24hr_M7	0.145	0.045	0.864185596906718
Clioquinol	0.33	Strain1544	165	Rep2	Plate_16_24hr_M8	0.1493	0.0493	0.85379410343161
Clioquinol	0.5	Strain1544	250	Rep2	Plate_16_24hr_M9	0.1487	0.0487	0.855244079265346
Clioquinol	0.6	Strain1544	300	Rep2	Plate_16_24hr_M10	0.1608	0.0608	0.826002899951668
Clioquinol	0.75	Strain1544	375	Rep2	Plate_16_24hr_M11	0.1379	0.0379	0.881343644272595
DMSO-250	0	Strain1544	250	Rep2	Plate_16_24hr_M12	0.378	0.278	0.301111648139198
Clioquinol	1	Strain1544	500	Rep2	Plate_16_24hr_M13	0.1264	0.0264	0.909134847752537
